流水号,平台用户编号,金额
268103313020945657,U2212823777383811072,143.72
268103313020945658,U2217513983877841929,172.81
268103313020945659,U2206431914712107012,173.89
268103313020945660,U2217771294672290822,59.96
268103313020945661,71589,4.45
268103313020945662,U2217801801715943430,211.73
268103313020945663,U000271551,5646.71
268103313020945664,U2206965343283316744,1298.09
268103313020945665,U2217829971777292296,507.20
268103313020945666,U2215993609310700551,20.18
268103313020945667,U2211325077973107719,120.37
268103313020945668,U2217086890845144064,51.16
268103313020945669,U2217841999153726471,10094.67
268103313020945670,U2217843964495529986,22.12
268103313020945671,U2217102933277803520,8051.74
268103313020945672,U2217843684290856962,493.78
268103313020945673,U2217348358639453190,8051.74
268103313020945674,U2201529480713865225,5.14
268103313020945675,U2202960396858427395,18.67
268103313020945676,U2217906810319275009,156.46
268103313020945677,633189,43.54
268103313020945678,U2217973983045748739,2.48
268103313020945679,U2217944134407161864,1.30
268103313020945680,U2217980012441634822,20.84
268103313020945681,U2217985020616770563,127.82
268103313020945682,U2217293813636924420,10035.76
268103313020945683,U2218055271995934722,168.67
268103313020945684,U2217917323862344705,66.73
268103313020945685,U2218061834336864257,1467.19
268103313020945686,U000297200,151.56
268103313020945687,U2218106061947144201,105.04
268103313020945688,U2218110666017867782,15.00
268103313020945689,U2218113465287968776,30.21
268103313020945690,U2218122281329099778,9.85
268103313020945691,U2218131391248335876,5.95
268103313020945692,U2218132354713519104,219.87
268103313020945693,U2218136685173015558,21.66
268103313020945694,U2213802378769990662,662.22
268103313020945695,U2145540725339588616,12.49
268103313020945696,U2218177860974150659,49.45
268103313020945697,U2218178148678239235,6.27
268103313020945698,U2218169548375327744,105.10
268103313020945699,U2218181814550266889,16.13
268103313020945700,U2218188496722462725,17275.00
268103313020945701,U2187634379725998084,50193.03
268103313020945702,U2217994332298807303,114.14
268103313020945703,U2218237467377533959,1783.56
268103313020945704,U2207046988757730309,3.11
268103313020945705,U2218251040673760256,10083.33
268103313020945706,U2218494665840133129,4.07
268103313020945707,U2218521352443267073,9.49
268103313020945708,U2218538900782057478,70.24
268103313020945709,U2218563086086833158,59.30
268103313020945710,U2217217341819717632,568.15
268103313020945711,U2218574440696906758,239.12
268103313020945712,U2218592529362715654,14.86
268103313020945713,U2218593333830222848,16.38
268103313020945714,U2218607327940969474,77.83
268103313020945715,U2218598020897835009,30261.00
268103313020945716,U2218612340595623940,10.44
268103313020945717,U2218610269842573319,10069.56
268103313020945718,U2108734587986249729,99.12
268103313020945719,U2218622922648454153,3.34
268103313020945720,U2207320173398983680,55.93
268103313020945721,U000130666,66.54
268103313020945722,U2218059891073878023,20.40
268103313020945723,U2193305256857700352,19.37
268103313020945724,U000137675,8.33
268103313020945725,U2218710777227904004,69.50
268103313020945726,U2218240758790490120,8.95
268103313020945727,U2218725951833900032,132.47
268103313020945728,U2218785287662733318,740.00
268103313020945729,U2218807804297217029,9.12
268103313020945730,U2118668418373649411,13.10
268103313020945731,U2218168055849026562,14.89
268103313020945732,U2218852788769654791,259.37
268103313020945733,U2196294054210177032,7.83
268103313020945734,U2218875729196615682,53.93
268103313020945735,U2218887582995973122,25.56
268103313020945736,U2218893742432060420,2.77
268103313020945737,U2218907551070685189,20.49
268103313020945738,U2218912845171525633,1.22
268103313020945739,U2218909540269687808,125.64
268103313020945740,U2134527456298665990,10034.80
268103313020945741,580125,17.82
268103313020945742,U2218020908960843778,732.63
268103313020945743,U2176115864347083781,20.79
268103313020945744,U2216412028413675522,144.97
268103313020945745,U2191199437588531200,77.99
268103313020945746,U2219335296653199365,79.41
268103313020945747,U2219356164129294340,230.33
268103313020945748,U000518215,135.69
268103313020945749,U2219377746381899776,116.01
268103313020945750,U000591315,51.67
268103313020945751,U2219416064293340160,298.56
268103313020945752,U2219422080384893955,122.19
268103313020945753,U2219424300329338889,10083.33
268103313020945754,U2219451328726304776,14.21
268103313020945755,U2219440625508418569,35.35
268103313020945756,U2219496099339568129,177.45
268103313020945757,U2219500684686918657,19.81
268103313020945758,U2219527754607495170,32.04
268103313020945759,919452,229.82
268103313020945760,U2219563246078133254,3634.56
268103313020945761,U2219010400807028743,12.79
268103313020945762,U2219584280000988161,3.53
268103313020945763,U2219598049640973312,16.23
268103313020945764,U2219613762191623175,1014.17
268103313020945765,U2195649035216357382,4.99
268103313020945766,U2218072938580543497,187.25
268103313020945767,U2218654059903059969,89.49
268103313020945768,U2219525560323802116,198.77
268103313020945769,U2219481481082831878,2401.26
268103313020945770,U2219926564282304517,141.97
268103313020945771,U2219937125892097024,20.56
268103313020945772,77231,16.13
268103313020945773,U000189868,58.46
268103313020945774,U2219961778626888704,20.27
268103313020945775,U2219991012346955785,669.30
268103313020945776,U2266956495664054279,43.69
268103313020945777,U2219385744382755842,764.78
268103313020945778,U2220014004598735876,6.00
268103313020945779,U2219385402354042887,9.21
268103313020945780,U2220038150829376521,2.76
268103313020945781,U2218778552717804553,8051.74
268103313020945782,U2265375320593793027,22.45
268103313020945783,U2220046294078982150,14.69
268103313020945784,U2220042994671683591,12.71
268103313020945785,U2217918366683760647,203.51
268103313020945786,U2220025665149731840,10.46
268103313020945787,U2212066412262851585,14.94
268103313020945788,U2220090464403458050,1388.57
268103313020945789,U2220092762965936135,77.90
268103313020945790,U2200605909191754758,6995.78
268103313020945791,U2220092753243538432,35.32
268103313020945792,U2219605140866861058,4.80
268103313020945793,U2220106084637475848,134.99
268103313020945794,U2172150076732867590,205.10
268103313020945795,U2220129335879141384,83.67
268103313020945796,U2220107970941814785,99.74
268103313020945797,U2220143569862132745,7.29
268103313020945798,U2220161915085128713,6.50
268103313020945799,U2207224112286270469,30250.00
268103313020945800,U2218207974474646530,192.13
268103314136630274,U2219985769164964870,8051.74
268103314136630275,U2220164794458048512,42.87
268103314136630276,U2220130451295569928,0.91
268103314136630277,U2220222269819455490,129.10
268103314136630278,U2204970189181682694,10.95
268103314136630279,U2220293634769553414,2.29
268103314136630280,U2220298352564635651,970.25
268103314136630281,854382,168.52
268103314136630282,U2220308525639272453,53.73
268103314136630283,U2168591536667756545,2438.61
268103314136630284,U2219566606470611972,80.41
268103314136630285,U2220328880160375817,733.58
268103314136630286,U2171666630331859973,11.99
268103314136630287,U2220347554116142083,90.33
268103314136630288,U2220263219035899913,75.80
268103314136630289,U2220364147604849666,110.05
268103314136630290,U2220229585214112773,51.40
268103314136630291,733205,63.49
268103314136630292,U2220454204999205890,100.00
268103314136630293,U2220637779014977539,2999.00
268103314136630294,U2220635577181537284,0.67
268103314136630295,U2220640694039480322,493.22
268103314136630296,U2220645081885444103,171.35
268103314136630297,U2220211323508099078,22.79
268103314136630298,U2217248226174567432,125.60
268103314136630299,U2218221020437808129,30050.00
268103314136630300,U2220338315826038790,78.78
268103314136630301,U2220721164446073861,76.18
268103314136630302,U2220720440769251334,26.07
268103314136630303,U2220731899968489475,224.16
268103314136630304,U2220147545324128257,8051.74
268103314136630305,U2220728566629270529,120.15
268103314136630306,U2220742494553901058,249.87
268103314136630307,U2220742232661558277,11459.23
268103314136630308,U2220759903247534082,26.71
268103314136630309,U2264836190528995331,8858.51
268103314136630310,U2220781317593760772,184.15
268103314136630311,U2220782354895472645,2311.98
268103314136630312,U2218862860971279360,49991.00
268103314136630313,U000398373,51.38
268103314136630314,U2220830643548325892,16.07
268103314136630315,U2220832909546227718,68.30
268103314136630316,U2216561548078351364,148.29
268103314136630317,U2217023276675237895,59.83
268103314136630318,U2220846126074954753,89.05
268103314136630319,U2220850127608742913,1428.85
268103314136630320,U2220867025796858887,20.90
268103314136630321,U2220892857063966729,85.50
268103314136630322,U2220897983157765126,73.58
268103314136630323,U2220900874736108549,18193.14
268103314136630324,U2220918494864607233,27.12
268103314136630325,U2264739390596186117,173.66
268103314136630326,U2220917581269698562,1.49
268103314136630327,U2220810786387789833,177.40
268103314136630328,U2220929775470381058,101.66
268103314136630329,U2220939172598776840,30158.39
268103314136630330,U2220936105740470277,155.32
268103314136630331,U2220949072355787785,1002.47
268103314136630332,U2220840025434621960,34.49
268103314136630333,U2220970686107616257,1465.24
268103314136630334,U2220970697751004160,7.55
268103314136630335,U2216605938117249029,1849.64
268103314136630336,U2220988110739605509,39.16
268103314136630337,U2219990388863666183,11.96
268103314136630338,U2220999239645792259,31.78
268103314136630339,U2221005641311324161,51281.52
268103314145018886,U2218482148292166663,164.09
268103314145018887,U2192697927829293062,10.52
268103314145018888,U2221008009591523336,17825.31
268103314145018889,U2221016519817561097,239.44
268103314145018890,U2221030820037003272,104.00
268103314145018891,U2221002104590304263,51.27
268103314145018892,U2221055698685395974,33.89
268103314145018893,U2221056675622683650,470.81
268103314145018894,U2221073802601695234,51.69
268103314145018895,U2221093846551364616,5.00
268103314145018896,975713,226.32
268103314145018897,U2221100803802792962,27.73
268103314145018898,U2221108413562094592,72.93
268103314145018899,U2221165655846028293,10.49
268103314145018900,U2221168368126265350,853.01
268103314145018901,U2220738342536872965,39287.96
268103314145018902,U2220667589879661577,29.08
268103314145018903,U2141845715322669057,1009.17
268103314145018904,U2221054507419173891,21.04
268103314145018905,U2165731435762156549,45.00
268103314145018906,U2217810600535262214,27.12
268103314145018907,U2221446846088217609,15.11
268103314145018908,U2220174796245698566,8051.74
268103314145018909,U2220113452586764294,32.30
268103314145018910,U2221061408718587906,112.08
268103314145018911,U2221481817339331586,136.77
268103314145018912,U2221488244715948036,46.67
268103314145018913,U2221501227672273926,141.33
268103314145018914,U2221520842846635009,253.51
268103314145018915,U2221492198434669575,128.19
268103314145018916,U2221533156073277449,289.80
268103314145018917,U2221542555332380673,419.11
268103314145018918,U2221414316257576960,222.29
268103314145018919,U2221588579186903048,7.02
268103314145018920,U2221585036434473989,119.35
268103314145018921,U2221587521358268419,23.54
268103314145018922,U2221002502948520968,130.42
268103314145018923,U2221610487328540672,3.77
268103314145018924,U2221595375578384391,8051.74
268103314145018925,U2221634773145617412,8.33
268103314145018926,U2221653842188043273,3.60
268103314145018927,U2220347987471631369,29.90
268103314145018928,U2218874575612019712,22.86
268103314145018929,U2221747226781157379,30250.00
268103314145018930,U2220826462489937925,18.43
268103314145018931,U2221758008038262789,5.93
268103314145018932,U2086708951990142985,6.55
268103314145018933,U2221753827281863684,30250.00
268103314145018934,U2207116543471387650,314.88
268103314145018935,U2221420107660264452,3.75
268103314145018936,U2221788264354808838,172.38
268103314145018937,U2219457868199887879,7.50
268103314145018938,U2136757930844750850,6.28
268103314145018939,U2198999898311885824,5.49
268103314145018940,U2145433424381346821,20.28
268103314145018941,U2220697877921925120,798.34
268103314145018942,U2222119294580294661,26.79
268103314145018943,U2222114454043101187,23.35
268103314145018944,U2222144818555913216,391.61
268103314145018945,U2222146693015536648,12.54
268103314145018946,U2264022414525595650,1598.95
268103314145018947,U2220007158689302536,200.21
268103314145018948,534256,23.47
268103314145018949,U000425616,0.67
268103314145018950,U2265455748191485958,24.33
268103314145018951,U2222208561121855489,333.84
268103314145018952,U2222249261263751172,507.18
268103314145018953,U2222254636264327168,22.93
268103314145018954,U000466079,11559.29
268103314145018955,U2222262917162600449,1401.22
268103314145018956,U000405837,160.38
268103314145018957,U2222282219492213762,150.19
268103314145018958,U2222181983746786308,31905.40
268103314145018959,U2222281744193684485,8566.47
268103314145018960,U2222286469874058245,29634.84
268103314145018961,U2220025152119243781,65.60
268103314145018962,901575,240.12
268103314145018963,U2222299395938845699,72.82
268103314145018964,U2222308688293528576,10.86
268103314145018965,U2222194639262189568,8051.74
268103314145018966,U2220350364509538307,17.72
268103314145018967,U2222326444434916359,906.25
268103314145018968,U2222337980205369352,293.09
268103314145018969,U2222358017217660935,822.56
268103314145018970,U2222379272876590080,77.89
268103314145018971,U2222260460122539012,445.94
268103314145018972,U000085117,2173.41
268103314145018973,U000330999,341.62
268103314145018974,U2222447742532191239,195.11
268103314145018975,U2222474448336848903,86.58
268103314145018976,U2222468938212574213,19130.16
268103314145018977,U2222213657847137283,15.03
268103314145018978,U2222487577640830980,124.86
268103314145018979,U2222502579525387273,14.04
268103314145018980,U2222515210000794625,11.06
268103314145018981,390983,20.63
268103314145018982,U2222515889687758850,101.47
268103314145018983,U2222522704483846145,88.32
268103314145018984,U2222528915568591873,20146.13
268103314145018985,U2222545478766035970,14.17
268103314145018986,U2222253532986213378,135.30
268103314145018987,U2222502956232606722,99.31
268103314145018988,U2222785055195923461,709.86
268103314145018989,U2222816829842129928,47.89
268103314145018990,U2222300163177711623,6.80
268103314145018991,U2222872558670186498,73.87
268103314145018992,U2222878623323390984,0.50
268103314145018993,U2222872570204521480,74.31
268103314145018994,U2222884839768459273,6.01
268103314145018995,U2220171041026606083,208.53
268103314145018996,941956,50575.65
268103314145018997,U2220764902866289673,133.19
268103314145018998,581453,1851.21
268103314145018999,U2222973404888172547,244.48
268103314145019000,U000534475,106.03
268103314145019001,U2222162960195781633,170.25
268103314145019002,U2222998687582258181,25.82
268103314145019003,U2223003639402727430,137.41
268103314145019004,U2217933215375558658,180.41
268103314145019005,U000437677,285.10
268103314145019006,U2223036704409782279,63.74
268103314145019007,U2222902976735873024,70.38
268103314145019008,U2223045133140493319,20.69
268103314145019009,U2222961897966143496,74.04
268103314145019010,U2223079706779976709,5.00
268103314145019011,U2223080965264114690,13.38
268103314145019012,U2223122699125786627,7.73
268103314145019013,U2223131663511061509,400.01
268103314145019014,U2223135393388169225,94.07
268103314145019015,U2222218186646882311,24.06
268103314145019016,U2223172732055455749,24.83
268103314145019017,U2222477888488212482,252.13
268103314145019018,U2201544092628812804,170.86
268103314145019019,U2203717246130324486,19.39
268103314145019020,U2223210593962165251,846.73
268103314145019021,U2204990745843074048,57.25
268103314145019022,U2223278673992090628,0.02
268103314145019023,U2217753920791382020,4.57
268103314145019024,U2223288988238611462,71.22
268103314145019025,U2222890877997549577,13.57
268103314145019026,U000357039,82.25
268103314145019027,U2223596553791079425,302.75
268103314145019028,U2223532070292947969,5.00
268103314145019029,U2223619413091813382,32.82
268103314145019030,U000392336,3.33
268103314145019031,U2223660376166238214,16.15
268103314145019032,U2223707586278983688,75.48
268103314145019033,U2223732067147973641,47912.47
268103314145019034,U2223717522736154632,163.52
268103314145019035,U000299431,14.53
268103314145019036,U2223840094819714055,10101.00
268103314145019037,U000302948,205.28
268103314145019038,U2223859070362715142,29.75
268103314145019039,U2223868516212147207,14618.18
268103314145019040,U2193411669227472903,15.78
268103314145019041,U000229614,10.00
268103314145019042,U2223912990430725120,670.89
268103314145019043,U2223948884252559368,19.08
268103314145019044,U2223965427862603778,201.73
268103314145019045,876420,7.25
268103314145019046,U2223990595993470982,318.90
268103314145019047,U2224004084220823556,128.85
268103314145019048,U2224007900517368841,10.65
268103314145019049,U2207188453563566087,43.93
268103314145019050,U2224012976598287366,212.87
268103314145019051,U2222217734945507337,250.00
268103314145019052,U2223656336967599108,10132.46
268103314145019053,U000609120,30250.00
268103314145019054,U2224024001561233417,2947.44
268103314145019055,U2224314837763097601,110.84
268103314145019056,U2186667399917339650,221.83
268103314145019057,169827,17.15
268103314145019058,U2223596007164217347,181.33
268103314145019059,U2222987116109890560,20.68
268103314145019060,U2269082066388910087,689.68
268103314145019061,U2224358868668909568,10.69
268103314145019062,U2222556181740652547,2043.87
268103314145019063,U2224365477449171973,11.73
268103314145019064,U2224429530452330496,14.96
268103314145019065,U2224436294488949766,60.00
268103314145019066,U2224539187669895175,30250.00
268103314145019067,U2224572238969964550,33.54
268103314145019068,U2224576131376350216,40.02
268103314145019069,U2223086890339271681,30250.00
268103314145019070,U2224596323938599943,6331.24
268103314145019071,U2224598372696720387,2251.42
268103314145019072,U2222185706627793923,19.03
268103314145019073,U2224653747961725956,210.63
268103314145019074,U000496554,306.74
268103314145019075,U2224723626039444480,30271.08
268103314145019076,U2217506194182898689,144.49
268103314145019077,U2222934429024650248,292.47
268103314145019078,U2130267037660874754,15.88
268103314145019079,U2225046745153275913,12.91
268103314145019080,U2222377412308501512,30275.00
268103314145019081,U2222374532885252096,30275.00
268103314145019082,U2225071180547621891,23.23
268103314145019083,U2216479773142550531,120762.17
268103314145019084,U2225084643181331464,21335.52
268103314145019085,U2225090487524526087,9.02
268103314145019086,U2223972511589073923,1038.39
268103314145019087,U2151316759913695241,9931.34
268103314145019088,U2222796190091577353,9832.02
268103314145019089,U2225121434861045769,11.69
268103314145019090,U2222247310945945601,886.26
268103314145019091,U2205043225276711942,6.75
268103314145019092,U2221713135604073477,684.66
268103314145019093,U2225180667770045444,30878.56
268103314145019094,U2222284139577477123,18904.39
268103314145019095,U2265059442969149440,292.68
268103314145019096,U000068327,398781.09
268103314145019097,U2223569252495918089,17.95
268103314145019098,U2225212391883278338,15.11
268103314145019099,U2225212633928172553,314.87
268103314145019100,U2225232213241235465,9.77
268103314145019101,U2225242086750291971,874.96
268103314145019102,U2225096919615538185,111.10
268103314145019103,U2225252245203585031,15.00
268103314145019104,U2225222202695878656,329.33
268103314145019105,U2218008103188695049,10035.76
268103314145019106,U2225254846938744841,5.00
268103314145019107,U2225248373265401864,9931.34
268103314145019108,U2225323120544187396,701.04
268103314145019109,U2220090974338548738,179.13
268103314145019110,U2182231896593794052,11.56
268103314145019111,U2224377409749124102,211.47
268103314145019112,U2224497012424836098,19.34
268103314145019113,U2225439085676200960,26.37
268103314145019114,U2225438951357810690,22.64
268103314145019115,U2225469047921705986,211.87
268103314145019116,U2224998640294822921,41.36
268103314145019117,U2223022271222514697,1289.14
268103314145019118,U2224019934621468672,1752.58
268103314145019119,U2133923781708612609,17.06
268103314145019120,U2154059914983507972,151.23
268103314145019121,879415,73.80
268103314145019122,U2204890954819699721,10295.21
268103314145019123,U2225781678893171714,741.56
268103314145019124,U2225794194570478595,12.94
268103314145019125,U2222363605137884166,1571.40
268103314145019126,U2225803992749835266,4.00
268103314145019127,U2225177021426698249,9409.23
268103314145019128,U2225817147555186696,111.26
268103314145019129,U2225834810096485380,27.69
268103314145019130,U2225091265165264899,207.14
268103314145019131,U2225262573199033350,9952.24
268103314145019132,U2225788484814111752,65.69
268103314145019133,U2225885060366600195,23.63
268103314145019134,U000552546,57.76
268103314145019135,U2092614065263216640,1032.73
268103314145019136,375281,88.57
268103314145019137,U2149784492506613763,8.19
268103314145019138,U2225946496618988551,5005.00
268103314145019139,U2224696381442884616,75.00
268103314145019140,U2212054829256147971,4.70
268103314145019141,436727,10000.00
268103314145019142,U2165287079922107401,20.95
268103314145019143,U2226037395986318338,1338.47
268103314145019144,U2223920681383364617,1313.60
268103314145019145,U2226094268198422537,8.98
268103314145019146,U2226087098488719368,0.33
268103314145019147,U2226100469065844743,1775.70
268103314145019148,U2226085992970847232,0.33
268103314145019149,U2105858771166169094,97.33
268103314145019150,U2151240524059641865,46.13
268103314145019151,U2226160033584908289,12675.33
268103314145019152,U2226195147375248391,1998.94
268103314145019153,904571,245.94
268103314145019154,U000243823,981.15
268103314145019155,U2226403679957682184,521.15
268103314145019156,U2226491337723611138,717.70
268103314145019157,U2146119396223879177,50.53
268103314145019158,U2226544083503940608,5.01
268103314145019159,U2226146921485960198,93.87
268103314145019160,U2226557870458012675,0.33
268103314145019161,U2225755590414567427,254.82
268103314145019162,U2226588450071513091,20.00
268103314145019163,U2204995586036335619,155.94
268103314145019164,U2226603666050123780,451148.01
268103314145019165,U2226617188444275716,7.91
268103314145019166,U2226641727345657861,194.50
268103314145019167,U2224476067605775363,5.00
268103314145019168,U2186878178985773064,30250.00
268103314145019169,U2217276284726151172,173.01
268103314145019170,U2226668358500090885,36.79
268103314145019171,U2226054111546049540,9409.23
268103314145019172,U2226679735205757953,86.82
268103314145019173,U2226684939967923202,10.01
268103314145019174,U2226687422811341830,5.41
268103314145019175,U2226689489613358080,271.68
268103314145019176,U2226702969737316355,30250.00
268103314145019177,U2139150227074975746,2.43
268103314145019178,U2196850511381005317,2.06
268103314145019179,U2221484499126978563,86.53
268103314145019180,U2225990994367611905,0.16
268103314145019181,U2226769751076505606,59.03
268103314145019182,U2226122096163948544,667.67
268103314145019183,U2226102229381678084,2.28
268103314145019184,U2226822695062864897,66.49
268103314145019185,U2226825159040304137,209.06
268103314145019186,U2226439124921878534,2952.87
268103314145019187,U2191850357590590469,4.69
268103314145019188,U2226888691295454213,30284.00
268103314145019189,79102,209.98
268103314145019190,U2227127137586906114,6.57
268103314145019191,U000433273,20134.11
268103314145019192,U2226857411300296709,23.19
268103314145019193,842146,28.87
268103314145019194,U2221136049344612357,4.29
268103314145019195,U2226522717509650441,0.33
268103314145019196,U2266263090333876227,2.52
268103314145019197,U2172157039663383555,9.24
268103314145019198,U2227254821797233665,10.00
268103314145019199,U2226729944161977351,15.97
268103314145019200,U2227270956672354311,104.86
268103314145019201,U2227272902007325698,195.58
268103314145019202,U2227254164323305473,11.51
268103314145019203,U2227286350044857353,2141.25
268103314145019204,U2227282023418954758,164.03
268103314145019205,U2216708701618701319,58.30
268103314145019206,U2227293334919972872,249.12
268103314145019207,U2227335075190540290,61.96
268103314145019208,U2227335035764082691,34.27
268103314145019209,U2227344337765663748,1936.88
268103314145019210,U2227346390776808453,290.98
268103314145019211,U2227363012493182977,62.59
268103314145019212,U2227259671427679238,126.00
268103314145019213,U2227399802058966016,45.83
268103314145019214,819320,668.51
268103314145019215,765670,50040.78
268103314145019216,U2223640426915562499,2.25
268103314145019217,U2227477865404827650,377.74
268103314145019218,U2227492631770825736,378.29
268103314145019219,U2227501128927413251,182.07
268103314145019220,U2227514246957107208,217.70
268103314145019221,U2225119041029146627,30284.00
268103314145019222,U000404771,35.19
268103314145019223,U2227540361356511238,26.92
268103314145019224,U2227562882428569601,641.32
268103314145019225,U2227572088229595137,107.60
268103314145019226,U2227574536570668040,672.58
268103314145019227,U2221083575900439560,52010.90
268103314145019228,U2227889628709389317,45.61
268103314145019229,U2227901980875950084,56.86
268103314145019230,U2227912570277200905,38.93
268103314145019231,U2121625528841537538,1160.75
268103314145019232,U2227237083901068288,112.61
268103314145019233,U2227994212069016585,1068.95
268103314145019234,U2226537646874690562,5.87
268103314145019235,U2228029491400147977,4067.63
268103314145019236,U000546678,30275.00
268103314145019237,U2228006705617176579,290.85
268103314145019238,U2228055459795829766,192.79
268103314145019239,U2228070385511827463,4.57
268103314145019240,U2228090278357501957,5.50
268103314145019241,U2228100885165115394,37143.13
268103314145019242,U2093316425694316547,100.00
268103314145019243,U2226563458898331653,100.83
268103314145019244,U2228115944318698496,6940.08
268103314145019245,U2200513535115527170,7948.93
268103314145019246,U2189091165314222087,86.15
268103314145019247,U2228157956178838535,13.84
268103314145019248,U000607060,248.88
268103314145019249,U2142785265482073094,30132.38
268103314145019250,U2228204279003351047,24.22
268103314145019251,U2228203965932110848,33.89
268103314145019252,U2228209074921538565,6.96
268103314145019253,U2228215928875649026,215.78
268103314145019254,U2228224080077652998,116.03
268103314145019255,U2228239229140337671,10.76
268103314145019256,U2228277355674076165,2441.68
268103314145019257,U2228281649492133894,17.75
268103314145019258,U2228294771657409541,10038.80
268103314145019259,U2228307453336880131,34.33
268103314145019260,U2228256692427032582,1965.78
268103314145019261,U2228347193545197574,64.28
268103314145019262,U2228386283669948424,684.73
268103314145019263,U000524519,30000.00
268103314145019264,U2228467988971914249,1008.29
268103314145019265,U2228605886773856264,177.10
268103314145019266,U2228605396736541702,12035.17
268103314145019267,U000453333,1332.68
268103314145019268,U000389592,276.90
268103314145019269,U2220173300951156738,9.28
268103314145019270,U2227504954778584065,147.47
268103314145019271,U2228692592667658247,140.62
268103314145019272,U2227438689942767621,8.88
268103314145019273,U2228178028138072071,12.47
268103314145019274,U2225237895600407560,216.01
268103314145019275,U2228781420300470281,193.39
268103314145019276,U2228830906905265152,305.27
268103314145019277,U2148438945279510537,4.59
268103314145019278,U2228781931686791177,721.62
268103314145019279,U2224668271880177673,10902.96
268103314145019280,U2228914766108165122,87.58
268103314145019281,U2228739690054289411,27.37
268103314145019282,U2228961373222601731,51626.57
268103314145019283,U2228967480288609286,219.74
268103314145019284,U2229044906544859142,20.71
268103314145019285,U2229065308671312904,158.36
268103314145019286,U2229067961384044552,32.11
268103314145019287,U2229078486738274311,1009.17
268103314145019288,U2229296379144963075,91.82
268103314145019289,U2229337304655201281,1675.07
268103314145019290,U2229360536443684866,6875.11
268103314145019291,U2228954432110856199,10.04
268103314145019292,U2224702866692506631,174.11
268103314145019293,U2229501353405711368,5.72
268103314145019294,587754,1.63
268103314145019295,U000584904,850.05
268103314145019296,U2229565284019079175,6.70
268103314145019297,U2229583614964664329,12.94
268103314145019298,U2229589219821487112,690.72
268103314145019299,U2229600803566389251,2128.51
268103314145019300,U2229598200195449865,7.29
268103314145019301,U2229639941179048966,9.80
268103314145019302,977022,217.83
268103314145019303,U2229662078489069577,72.30
268103314145019304,U2229715997634331653,155.72
268103314145019305,U2223629734451872776,24.48
268103314145019306,U2221621439855854592,108.91
268103314145019307,U2179413165685605382,2097.49
268103314145019308,U2229761021172515840,3.33
268103314145019309,U2229622253539034121,145.95
268103314145019310,U2229763787441832960,6.92
268103314145019311,U2228317142112012295,765.33
268103314145019312,U2229804214048000001,7.68
268103314145019313,U2199731756813255684,156.63
268103314145019314,U000183640,30250.00
268103314145019315,U2230140007576766464,54.99
268103314145019316,U2228042938145835012,124.17
268103314145019317,U2230104695303570437,2723.01
268103314145019318,U2230153940165460996,854.53
268103314153407493,U2230153924587815945,1396.82
268103314153407494,U2230155502157825031,5.00
268103314153407495,U2229753170450450438,405.09
268103314153407496,737610,33.70
268103314153407497,U2230203986407851010,1788.41
268103314153407498,U2230203908335076354,14.11
268103314153407499,U2230233802330867720,20547.25
268103314153407500,U2227342289770907657,236.55
268103314153407501,U2230240511858312199,311.07
268103314153407502,U2222539201570670599,30053.62
268103314153407503,U2230299217602021383,97.96
268103314153407504,U2230283260573778953,3.94
268103314153407505,U2230326307881747459,80.82
268103314153407506,U2127346685116942336,6.98
268103314153407507,U2227447547532674055,9304.80
268103314153407508,U2230229073429267457,9304.80
268103314153407509,U2099305262065125377,46.55
268103314153407510,U2227278202491896836,9416.80
268103314153407511,U2226875168481870849,30350.89
268103314153407512,U2230374277448730627,6.34
268103314153407513,U2230393816454531072,628.56
268103314153407514,U2222498588494136324,11118.39
268103314153407515,U2230418766825523205,23.50
268103314153407516,U2229728924412151812,5125.00
268103314153407517,U2230474093981861894,677.85
268103314153407518,U2230496971217437700,30250.00
268103314153407519,U2201419110590448648,7.19
268103314153407520,U2230503016753006600,999.71
268103314153407521,U2230494808340695045,421.87
268103314153407522,U2230535204320052225,30250.00
268103314153407523,U2230556615495386119,107.83
268103314153407524,U2227244006146836486,250.47
268103314153407525,U2230770025180955650,12.69
268103314153407526,372531,115.06
268103314153407527,U2230540345806948359,50000.00
268103314153407528,U2216367729860937728,317.10
268103314153407529,U2230854042483951619,2585.93
268103314153407530,U2269366075396325381,8.78
268103314153407531,U2230898672915186691,10000.00
268103314153407532,U2230905936845734917,851.90
268103314153407533,U2227294577541253121,30275.00
268103314153407534,U2230907419028882436,399.56
268103314153407535,U2230937334323349509,3.33
268103314153407536,U2230931269603035137,14.07
268103314153407537,U2230966963935381513,8.99
268103314153407538,U2230986804159316994,142.31
268103314153407539,U2230984139929027585,141.24
268103314153407540,U2231000569772771330,7.60
268103314153407541,U2230967506334386177,6246.52
268103314153407542,U2228297549813385225,30267.68
268103314153407543,U2230990778849559558,16.94
268103314153407544,U2231012826737018883,46.99
268103314153407545,U2231017127744111616,1595.54
268103314153407546,U2230971429434689543,613.70
268103314153407547,U2230378996745373700,9200.38
268103314153407548,U2230924470200043523,171.49
268103314153407549,U2231064410015663106,1481.26
268103314153407550,887321,591.46
268103314153407551,U2231100213316027394,53410.72
268103314153407552,U2229625889371457538,20.01
268103314153407553,U2225836161903887368,2.47
268103314153407554,U2231119954168513544,92.32
268103314153407555,U2231127164294531075,11.49
